timestamp_offset,pcb_id,side,proximity,ambient,session_id,device_id,start_timestamp
910,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
910,1,2,3,0,device-001_3956382,motionplay-device-001,3956382
910,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
910,2,2,2,0,device-001_3956382,motionplay-device-001,3956382
910,3,1,1,0,device-001_3956382,motionplay-device-001,3956382
910,3,2,1,0,device-001_3956382,motionplay-device-001,3956382
912,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
912,1,2,3,0,device-001_3956382,motionplay-device-001,3956382
912,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
912,2,2,2,0,device-001_3956382,motionplay-device-001,3956382
912,3,1,1,0,device-001_3956382,motionplay-device-001,3956382
912,3,2,1,0,device-001_3956382,motionplay-device-001,3956382
915,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
915,1,2,3,0,device-001_3956382,motionplay-device-001,3956382
915,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
915,2,2,3,0,device-001_3956382,motionplay-device-001,3956382
915,3,1,2,0,device-001_3956382,motionplay-device-001,3956382
915,3,2,2,0,device-001_3956382,motionplay-device-001,3956382
918,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
918,1,2,2,0,device-001_3956382,motionplay-device-001,3956382
918,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
918,2,2,3,0,device-001_3956382,motionplay-device-001,3956382
918,3,1,2,0,device-001_3956382,motionplay-device-001,3956382
918,3,2,2,0,device-001_3956382,motionplay-device-001,3956382
921,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
921,1,2,2,0,device-001_3956382,motionplay-device-001,3956382
921,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
921,2,2,3,0,device-001_3956382,motionplay-device-001,3956382
921,3,1,2,0,device-001_3956382,motionplay-device-001,3956382
921,3,2,2,0,device-001_3956382,motionplay-device-001,3956382
923,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
923,1,2,2,0,device-001_3956382,motionplay-device-001,3956382
923,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
923,2,2,3,0,device-001_3956382,motionplay-device-001,3956382
923,3,1,2,0,device-001_3956382,motionplay-device-001,3956382
923,3,2,2,0,device-001_3956382,motionplay-device-001,3956382
926,1,1,2,0,device-001_3956382,motionplay-device-001,3956382
926,1,2,1,0,device-001_3956382,motionplay-device-001,3956382
926,2,1,2,0,device-001_3956382,motionplay-device-001,3956382
926,2,2,1,0,device-001_3956382,motionplay-device-001,3956382
926,3,1,2,0,device-001_3956382,motionplay-device-001,3956382
926,3,2,2,0,device-001_3956382,motionplay-device-001,3956382
