timestamp_offset,pcb_id,side,proximity,ambient,session_id,device_id,start_timestamp
1281,1,1,4,0,device-001_49191,motionplay-device-001,49191
1281,1,2,1,0,device-001_49191,motionplay-device-001,49191
1281,2,1,1,0,device-001_49191,motionplay-device-001,49191
1281,2,2,3,0,device-001_49191,motionplay-device-001,49191
1281,3,1,3,0,device-001_49191,motionplay-device-001,49191
1281,3,2,4,0,device-001_49191,motionplay-device-001,49191
1284,1,1,4,0,device-001_49191,motionplay-device-001,49191
1284,1,2,1,0,device-001_49191,motionplay-device-001,49191
1284,2,1,1,0,device-001_49191,motionplay-device-001,49191
1284,2,2,3,0,device-001_49191,motionplay-device-001,49191
1284,3,1,3,0,device-001_49191,motionplay-device-001,49191
1284,3,2,4,0,device-001_49191,motionplay-device-001,49191
1286,1,1,4,0,device-001_49191,motionplay-device-001,49191
1286,1,2,1,0,device-001_49191,motionplay-device-001,49191
1286,2,1,1,0,device-001_49191,motionplay-device-001,49191
1286,2,2,3,0,device-001_49191,motionplay-device-001,49191
1286,3,1,15,0,device-001_49191,motionplay-device-001,49191
1286,3,2,4,0,device-001_49191,motionplay-device-001,49191
1288,1,1,4,0,device-001_49191,motionplay-device-001,49191
1288,1,2,6,0,device-001_49191,motionplay-device-001,49191
1288,2,1,1,0,device-001_49191,motionplay-device-001,49191
1288,2,2,3,0,device-001_49191,motionplay-device-001,49191
1288,3,1,15,0,device-001_49191,motionplay-device-001,49191
1288,3,2,4,0,device-001_49191,motionplay-device-001,49191
1290,1,1,4,0,device-001_49191,motionplay-device-001,49191
1290,1,2,6,0,device-001_49191,motionplay-device-001,49191
1290,2,1,1,0,device-001_49191,motionplay-device-001,49191
1290,2,2,3,0,device-001_49191,motionplay-device-001,49191
1290,3,1,15,0,device-001_49191,motionplay-device-001,49191
1290,3,2,4,0,device-001_49191,motionplay-device-001,49191
1292,1,1,4,0,device-001_49191,motionplay-device-001,49191
1292,1,2,6,0,device-001_49191,motionplay-device-001,49191
1292,2,1,1,0,device-001_49191,motionplay-device-001,49191
1292,2,2,3,0,device-001_49191,motionplay-device-001,49191
1292,3,1,15,0,device-001_49191,motionplay-device-001,49191
1292,3,2,4,0,device-001_49191,motionplay-device-001,49191
1294,1,1,4,0,device-001_49191,motionplay-device-001,49191
1294,1,2,6,0,device-001_49191,motionplay-device-001,49191
1294,2,1,1,0,device-001_49191,motionplay-device-001,49191
1294,2,2,3,0,device-001_49191,motionplay-device-001,49191
1294,3,1,15,0,device-001_49191,motionplay-device-001,49191
1294,3,2,4,0,device-001_49191,motionplay-device-001,49191
1297,1,1,4,0,device-001_49191,motionplay-device-001,49191
1297,1,2,6,0,device-001_49191,motionplay-device-001,49191
1297,2,1,1,0,device-001_49191,motionplay-device-001,49191
1297,2,2,3,0,device-001_49191,motionplay-device-001,49191
1297,3,1,15,0,device-001_49191,motionplay-device-001,49191
1297,3,2,4,0,device-001_49191,motionplay-device-001,49191
1299,1,1,4,0,device-001_49191,motionplay-device-001,49191
1299,1,2,6,0,device-001_49191,motionplay-device-001,49191
1299,2,1,1,0,device-001_49191,motionplay-device-001,49191
1299,2,2,3,0,device-001_49191,motionplay-device-001,49191
1299,3,1,15,0,device-001_49191,motionplay-device-001,49191
1299,3,2,4,0,device-001_49191,motionplay-device-001,49191
1301,1,1,4,0,device-001_49191,motionplay-device-001,49191
1301,1,2,6,0,device-001_49191,motionplay-device-001,49191
1301,2,1,1,0,device-001_49191,motionplay-device-001,49191
1301,2,2,3,0,device-001_49191,motionplay-device-001,49191
1301,3,1,15,0,device-001_49191,motionplay-device-001,49191
1301,3,2,4,0,device-001_49191,motionplay-device-001,49191
1303,1,1,4,0,device-001_49191,motionplay-device-001,49191
1303,1,2,6,0,device-001_49191,motionplay-device-001,49191
1303,2,1,1,0,device-001_49191,motionplay-device-001,49191
1303,2,2,3,0,device-001_49191,motionplay-device-001,49191
1303,3,1,15,0,device-001_49191,motionplay-device-001,49191
1303,3,2,4,0,device-001_49191,motionplay-device-001,49191
1305,1,1,4,0,device-001_49191,motionplay-device-001,49191
1305,1,2,5,0,device-001_49191,motionplay-device-001,49191
1305,2,1,7,0,device-001_49191,motionplay-device-001,49191
1305,2,2,3,0,device-001_49191,motionplay-device-001,49191
1305,3,1,0,0,device-001_49191,motionplay-device-001,49191
1305,3,2,4,0,device-001_49191,motionplay-device-001,49191
1307,1,1,4,0,device-001_49191,motionplay-device-001,49191
1307,1,2,5,0,device-001_49191,motionplay-device-001,49191
1307,2,1,7,0,device-001_49191,motionplay-device-001,49191
1307,2,2,3,0,device-001_49191,motionplay-device-001,49191
1307,3,1,0,0,device-001_49191,motionplay-device-001,49191
1307,3,2,4,0,device-001_49191,motionplay-device-001,49191
1310,1,1,4,0,device-001_49191,motionplay-device-001,49191
1310,1,2,5,0,device-001_49191,motionplay-device-001,49191
1310,2,1,7,0,device-001_49191,motionplay-device-001,49191
1310,2,2,3,0,device-001_49191,motionplay-device-001,49191
1310,3,1,0,0,device-001_49191,motionplay-device-001,49191
1310,3,2,4,0,device-001_49191,motionplay-device-001,49191
1312,1,1,4,0,device-001_49191,motionplay-device-001,49191
1312,1,2,5,0,device-001_49191,motionplay-device-001,49191
1312,2,1,7,0,device-001_49191,motionplay-device-001,49191
1312,2,2,3,0,device-001_49191,motionplay-device-001,49191
1312,3,1,0,0,device-001_49191,motionplay-device-001,49191
1312,3,2,4,0,device-001_49191,motionplay-device-001,49191
1314,1,1,4,0,device-001_49191,motionplay-device-001,49191
1314,1,2,5,0,device-001_49191,motionplay-device-001,49191
1314,2,1,7,0,device-001_49191,motionplay-device-001,49191
1314,2,2,3,0,device-001_49191,motionplay-device-001,49191
1314,3,1,0,0,device-001_49191,motionplay-device-001,49191
1314,3,2,4,0,device-001_49191,motionplay-device-001,49191
1316,1,1,4,0,device-001_49191,motionplay-device-001,49191
1316,1,2,5,0,device-001_49191,motionplay-device-001,49191
1316,2,1,7,0,device-001_49191,motionplay-device-001,49191
1316,2,2,3,0,device-001_49191,motionplay-device-001,49191
1316,3,1,0,0,device-001_49191,motionplay-device-001,49191
1316,3,2,4,0,device-001_49191,motionplay-device-001,49191
1318,1,1,4,0,device-001_49191,motionplay-device-001,49191
1318,1,2,5,0,device-001_49191,motionplay-device-001,49191
1318,2,1,7,0,device-001_49191,motionplay-device-001,49191
1318,2,2,3,0,device-001_49191,motionplay-device-001,49191
1318,3,1,0,0,device-001_49191,motionplay-device-001,49191
1318,3,2,4,0,device-001_49191,motionplay-device-001,49191
1320,1,1,4,0,device-001_49191,motionplay-device-001,49191
1320,1,2,5,0,device-001_49191,motionplay-device-001,49191
1320,2,1,7,0,device-001_49191,motionplay-device-001,49191
1320,2,2,3,0,device-001_49191,motionplay-device-001,49191
1320,3,1,0,0,device-001_49191,motionplay-device-001,49191
