Designator,Mid X,Mid Y,Rotation,Layer
C4,168.625,-95.3,270.0,top
C6,168.625,-92.3,90.0,top
C7,157.825,-92.3,90.0,top
C8,157.825,-95.3,270.0,top
IC1,160.775,-93.412,180.0,top
IC2,171.575,-93.412,180.0,top
R10,167.125,-93.95,270.0,top
R11,156.325,-93.975,90.0,top
