timestamp_offset,pcb_id,side,proximity,ambient,session_id,device_id,start_timestamp
1,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
1,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
1,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
1,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
1,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
1,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
3,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
3,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
3,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
3,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
3,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
3,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
5,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
5,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
5,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
5,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
5,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
5,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
8,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
8,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
8,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
8,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
8,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
8,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
10,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
10,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
10,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
10,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
10,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
10,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
12,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
12,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
12,2,1,4,0,device-001_14998152,motionplay-device-001,14998174
12,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
12,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
12,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
14,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
14,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
14,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
14,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
14,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
14,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
16,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
16,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
16,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
16,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
16,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
16,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
19,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
19,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
19,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
19,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
19,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
19,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
21,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
21,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
21,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
21,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
21,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
21,3,2,5,0,device-001_14998152,motionplay-device-001,14998174
23,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
23,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
23,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
23,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
23,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
23,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
25,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
25,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
25,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
25,2,2,9,0,device-001_14998152,motionplay-device-001,14998174
25,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
25,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
27,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
27,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
27,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
27,2,2,8,0,device-001_14998152,motionplay-device-001,14998174
27,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
27,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
30,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
30,1,2,2,0,device-001_14998152,motionplay-device-001,14998174
30,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
30,2,2,8,0,device-001_14998152,motionplay-device-001,14998174
30,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
30,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
32,1,1,2,0,device-001_14998152,motionplay-device-001,14998174
32,1,2,3,0,device-001_14998152,motionplay-device-001,14998174
32,2,1,1,0,device-001_14998152,motionplay-device-001,14998174
32,2,2,8,0,device-001_14998152,motionplay-device-001,14998174
32,3,1,4,0,device-001_14998152,motionplay-device-001,14998174
32,3,2,4,0,device-001_14998152,motionplay-device-001,14998174
34,1,1,3,0,device-001_14998152,motionplay-device-001,14998174
