timestamp_offset,pcb_id,side,proximity,ambient,session_id,device_id,start_timestamp
2410,1,1,3,0,device-001_563349,motionplay-device-001,563370
2410,1,2,3,0,device-001_563349,motionplay-device-001,563370
2410,2,1,1,0,device-001_563349,motionplay-device-001,563370
2410,2,2,2,0,device-001_563349,motionplay-device-001,563370
2410,3,1,4,0,device-001_563349,motionplay-device-001,563370
2410,3,2,4,0,device-001_563349,motionplay-device-001,563370
2412,1,1,3,0,device-001_563349,motionplay-device-001,563370
2412,1,2,3,0,device-001_563349,motionplay-device-001,563370
2412,2,1,1,0,device-001_563349,motionplay-device-001,563370
2412,2,2,2,0,device-001_563349,motionplay-device-001,563370
2412,3,1,4,0,device-001_563349,motionplay-device-001,563370
2412,3,2,4,0,device-001_563349,motionplay-device-001,563370
2414,1,1,3,0,device-001_563349,motionplay-device-001,563370
2414,1,2,3,0,device-001_563349,motionplay-device-001,563370
2414,2,1,1,0,device-001_563349,motionplay-device-001,563370
2414,2,2,2,0,device-001_563349,motionplay-device-001,563370
2414,3,1,4,0,device-001_563349,motionplay-device-001,563370
2414,3,2,4,0,device-001_563349,motionplay-device-001,563370
2417,1,1,3,0,device-001_563349,motionplay-device-001,563370
2417,1,2,3,0,device-001_563349,motionplay-device-001,563370
2417,2,1,2,0,device-001_563349,motionplay-device-001,563370
2417,2,2,2,0,device-001_563349,motionplay-device-001,563370
2417,3,1,4,0,device-001_563349,motionplay-device-001,563370
2417,3,2,4,0,device-001_563349,motionplay-device-001,563370
2419,1,1,3,0,device-001_563349,motionplay-device-001,563370
2419,1,2,3,0,device-001_563349,motionplay-device-001,563370
2419,2,1,2,0,device-001_563349,motionplay-device-001,563370
2419,2,2,2,0,device-001_563349,motionplay-device-001,563370
2419,3,1,4,0,device-001_563349,motionplay-device-001,563370
2419,3,2,4,0,device-001_563349,motionplay-device-001,563370
2421,1,1,3,0,device-001_563349,motionplay-device-001,563370
2421,1,2,3,0,device-001_563349,motionplay-device-001,563370
2421,2,1,2,0,device-001_563349,motionplay-device-001,563370
2421,2,2,2,0,device-001_563349,motionplay-device-001,563370
2421,3,1,4,0,device-001_563349,motionplay-device-001,563370
2421,3,2,4,0,device-001_563349,motionplay-device-001,563370
2424,1,1,3,0,device-001_563349,motionplay-device-001,563370
2424,1,2,3,0,device-001_563349,motionplay-device-001,563370
2424,2,1,2,0,device-001_563349,motionplay-device-001,563370
2424,2,2,2,0,device-001_563349,motionplay-device-001,563370
2424,3,1,4,0,device-001_563349,motionplay-device-001,563370
2424,3,2,4,0,device-001_563349,motionplay-device-001,563370
2426,1,1,3,0,device-001_563349,motionplay-device-001,563370
2426,1,2,2,0,device-001_563349,motionplay-device-001,563370
2426,2,1,2,0,device-001_563349,motionplay-device-001,563370
2426,2,2,2,0,device-001_563349,motionplay-device-001,563370
2426,3,1,4,0,device-001_563349,motionplay-device-001,563370
2426,3,2,4,0,device-001_563349,motionplay-device-001,563370
2429,1,1,3,0,device-001_563349,motionplay-device-001,563370
2429,1,2,2,0,device-001_563349,motionplay-device-001,563370
2429,2,1,2,0,device-001_563349,motionplay-device-001,563370
2429,2,2,2,0,device-001_563349,motionplay-device-001,563370
2429,3,1,4,0,device-001_563349,motionplay-device-001,563370
2429,3,2,3,0,device-001_563349,motionplay-device-001,563370
2431,1,1,3,0,device-001_563349,motionplay-device-001,563370
2431,1,2,2,0,device-001_563349,motionplay-device-001,563370
2431,2,1,2,0,device-001_563349,motionplay-device-001,563370
2431,2,2,2,0,device-001_563349,motionplay-device-001,563370
2431,3,1,4,0,device-001_563349,motionplay-device-001,563370
2431,3,2,3,0,device-001_563349,motionplay-device-001,563370
2433,1,1,3,0,device-001_563349,motionplay-device-001,563370
2433,1,2,2,0,device-001_563349,motionplay-device-001,563370
2433,2,1,2,0,device-001_563349,motionplay-device-001,563370
2433,2,2,2,0,device-001_563349,motionplay-device-001,563370
2433,3,1,4,0,device-001_563349,motionplay-device-001,563370
2433,3,2,3,0,device-001_563349,motionplay-device-001,563370
2435,1,1,3,0,device-001_563349,motionplay-device-001,563370
2435,1,2,2,0,device-001_563349,motionplay-device-001,563370
2435,2,1,1,0,device-001_563349,motionplay-device-001,563370
2435,2,2,2,0,device-001_563349,motionplay-device-001,563370
2435,3,1,4,0,device-001_563349,motionplay-device-001,563370
2435,3,2,3,0,device-001_563349,motionplay-device-001,563370
2437,1,1,3,0,device-001_563349,motionplay-device-001,563370
2437,1,2,2,0,device-001_563349,motionplay-device-001,563370
2437,2,1,1,0,device-001_563349,motionplay-device-001,563370
2437,2,2,2,0,device-001_563349,motionplay-device-001,563370
2437,3,1,4,0,device-001_563349,motionplay-device-001,563370
2437,3,2,3,0,device-001_563349,motionplay-device-001,563370
2440,1,1,3,0,device-001_563349,motionplay-device-001,563370
2440,1,2,2,0,device-001_563349,motionplay-device-001,563370
2440,2,1,1,0,device-001_563349,motionplay-device-001,563370
2440,2,2,2,0,device-001_563349,motionplay-device-001,563370
2440,3,1,4,0,device-001_563349,motionplay-device-001,563370
2440,3,2,3,0,device-001_563349,motionplay-device-001,563370
2442,1,1,3,0,device-001_563349,motionplay-device-001,563370
2442,1,2,2,0,device-001_563349,motionplay-device-001,563370
2442,2,1,1,0,device-001_563349,motionplay-device-001,563370
2442,2,2,2,0,device-001_563349,motionplay-device-001,563370
2442,3,1,4,0,device-001_563349,motionplay-device-001,563370
2442,3,2,3,0,device-001_563349,motionplay-device-001,563370
2444,1,1,3,0,device-001_563349,motionplay-device-001,563370
2444,1,2,3,0,device-001_563349,motionplay-device-001,563370
2444,2,1,1,0,device-001_563349,motionplay-device-001,563370
2444,2,2,2,0,device-001_563349,motionplay-device-001,563370
2444,3,1,4,0,device-001_563349,motionplay-device-001,563370
2444,3,2,3,0,device-001_563349,motionplay-device-001,563370
2446,1,1,3,0,device-001_563349,motionplay-device-001,563370
2446,1,2,3,0,device-001_563349,motionplay-device-001,563370
2446,2,1,1,0,device-001_563349,motionplay-device-001,563370
